name,latitude,longitude,free_bikes,empty_slots,total_bikes,usage_percentage
Clignancourt - Ordener,48.891457726153774,2.348636478060487,5,30,35,0.8571428571428571
Dunkerque - Rocroy,48.880726,2.351464,4,19,23,0.8260869565217391
Abbeville - Faubourg Poissonnière,48.879223,2.349147,6,8,14,0.5714285714285714
Boulangers - Cardinal Lemoine,48.8462904,2.3521495,7,13,20,0.65
Boudreau - Auber,48.87219,2.329423,11,3,14,0.21428571428571427
Gare de l'Est - Faubourg-Saint-Martin,48.875642647477,2.3594588041306,14,17,31,0.5483870967741935
Pereire - Ternes,48.87973954830735,2.288012132048607,5,40,45,0.8888888888888888
Douai - Bruxelles,48.88320784122797,2.3308449949028507,3,24,27,0.8888888888888888
Champ de Mars - Cler,48.856691550115315,2.306646779179573,22,18,40,0.45
Quai de l'Horloge - Pont Neuf,48.857058739111,2.3417982839439,2,15,17,0.8823529411764706
Gare Saint-Lazare - Isly,48.874777677621296,2.326515804784655,6,20,26,0.7692307692307693
Ambroise Rendu - Porte Brunet,48.883667,2.395733,6,11,17,0.6470588235294118
Gare de Lyon - Place Louis Armand,48.845515089794,2.3726498446286,55,4,59,0.06779661016949153
Institut de France,48.857615678565,2.3358313530377,1,15,16,0.9375
Porte Pouchet-Bessières,48.8978765,2.3230632,15,7,22,0.3181818181818182
Vigée-Lebrun - Anselme Payen,48.838683941628375,2.3110422492027287,2,21,23,0.9130434782608695
Institut du Monde Arabe - Saint-Germain,48.849063299501,2.3558086529374,5,31,36,0.8611111111111112
Octave Gréard - Tour Eiffel,48.856502977696,2.2931787543289,12,19,31,0.6129032258064516
Château - République,48.862923800596,2.4155035614967,6,18,24,0.75
Chartres - La Charbonnière,48.8847601,2.3534657,7,26,33,0.7878787878787878
Lisbonne - Monceau,48.87745567681383,2.309694221419506,7,24,31,0.7741935483870968
Moncey - Blanche,48.88006587474148,2.3310810327529907,1,15,16,0.9375
Rochechouart lamartine,48.876719895109,2.344393021854,14,8,22,0.36363636363636365
Jemmapes - Ecluses Saint-Martin,48.87748519186726,2.3660067468881607,12,1,13,0.07692307692307693
Thionville - Ourcq,48.88917613743794,2.3833653330802917,13,11,24,0.4583333333333333
Gare du Nord - Hôpital Lariboisière,48.881949,2.352339,28,21,49,0.42857142857142855
Legendre - Clichy,48.88896161855884,2.322528975094376,13,24,37,0.6486486486486487
Quai de la Seine,48.884492238407525,2.3703941702842717,5,17,22,0.7727272727272727
Cité Riverin - Château d'Eau,48.870702423554306,2.358739863900845,11,7,18,0.3888888888888889
Mutualité,48.848225572724,2.3502873256803,11,22,33,0.6666666666666666
Rossini - Laffitte,48.87334627510507,2.337980867701675,2,30,32,0.9375
Pyrénées - Emmery,48.872010281270974,2.392039597034455,6,34,40,0.85
Diderot - Reuilly,48.847208456061,2.3861273378134,26,18,44,0.4090909090909091
Saint-Ambroise - Parmentier,48.862147844548,2.3772348091006,21,16,37,0.43243243243243246
Belidor - Gouvion-Saint-Cyr,48.88022154052015,2.2854680567979813,6,32,38,0.8421052631578947
Place Balard,48.836395736424,2.2784192115068,14,12,26,0.46153846153846156
Place de Rhin et Danube,48.88192765861766,2.392586767673493,11,6,17,0.35294117647058826
Roquette - Thiéré,48.85507930579506,2.3733686318721463,11,12,23,0.5217391304347826
Berri - Haussmann,48.874746047357135,2.3082953318953514,5,30,35,0.8571428571428571
Saint-Maur - Roquette,48.858688774062955,2.383553994571467,34,10,44,0.22727272727272727
11 Novembre 1918 - 8 Mai 1945,48.80889533774377,2.5382421165704727,29,7,36,0.19444444444444445
Place Du Général De Gaulle,48.8687591,2.4329931,12,14,26,0.5384615384615384
Exelmans - Versailles,48.84097491091973,2.264390252530575,25,23,48,0.4791666666666667
Pereire - Rennequin,48.88364782887555,2.2952447086572647,18,5,23,0.21739130434782608
Port-Royal - Hôpital du Val-de-Grâce,48.837668272811,2.3448138346607,7,10,17,0.5882352941176471
Claude Decaen - Cannebière,48.83761417037952,2.397253782195704,22,5,27,0.18518518518518517
Gare d'Austerlitz,48.842524,2.364044,0,14,14,1.0
Desaix - Edgar Faure,48.852804604940296,2.293077029857222,7,5,12,0.4166666666666667
Delphine Seyrig - Général Leclerc,48.893923963057865,2.39790290594101,7,43,50,0.86
Panthéon - Valette,48.84702057165222,2.3464982619671075,1,37,38,0.9736842105263158
Square Simon Bolivar,48.8750898883217,2.3826304078102116,20,3,23,0.13043478260869565
Récollets - Square Villemin,48.875034655883944,2.359801238597928,3,13,16,0.8125
Amelot - Saint-Sébastien,48.861142162761,2.3677996181077,11,17,28,0.6071428571428571
Saint-François-Xavier,48.85154484769,2.3146149516106,9,32,41,0.7804878048780488
Place Marcel Cachin,48.81411442356866,2.39090770483017,27,4,31,0.12903225806451613
Pyramide - Ecole du Breuil ,48.82237977153955,2.4586871266365056,19,14,33,0.42424242424242425
Liège - Moscou,48.8795431,2.3264628,6,10,16,0.625
Mairie de Montreuil,48.86131452758348,2.440614402294159,11,41,52,0.7884615384615384
Richard Lenoir - Republique,48.8667175,2.3692541,9,47,56,0.8392857142857143
Fabre d'Eglantine - Place de la Nation,48.8471116,2.3956204,31,37,68,0.5441176470588235
Cimetière de Montmartre,48.886472466142,2.3328901827335,28,15,43,0.3488372093023256
Bagnolet - Orteaux,48.85708641027236,2.3984125256538396,24,10,34,0.29411764705882354
Anatole France - President Roosevelt,48.9155156,2.3814103,16,11,27,0.4074074074074074
Henry Farman,48.83372430280548,2.2713854536414146,2,14,16,0.875
Jourdain - Place des Grandes Rigoles,48.87403113727167,2.38959476351738,3,19,22,0.8636363636363636
Rocher - Laborde,48.87590240712654,2.322616316378116,4,59,63,0.9365079365079365
Fontenay - Libération,48.84780306364685,2.445141971111298,5,20,25,0.8
Grands Moulins de Pantin,48.89738369720229,2.3959985375404362,1,49,50,0.98
Gambetta - Saint Fargeau,48.871244610447015,2.4039056897163396,1,23,24,0.9583333333333334
Cimetière de Fontenay-sous-Bois,48.84706173362218,2.4787822365760808,5,10,15,0.6666666666666666
Gabriel Péri - Francisco Ferrer,48.88633710236977,2.407338917255402,10,7,17,0.4117647058823529
Place de la Reine Astrid,48.864920982538,2.3025491823859,4,50,54,0.9259259259259259
Lucie Aubrac - Fort,48.818144834008976,2.271184623241425,2,28,30,0.9333333333333333
Pajol - Place Herbert,48.8927825,2.3635598,28,9,37,0.24324324324324326
Fédération - Suffren,48.852828153442,2.2978776320815,12,12,24,0.5
Hôpital Européen Georges Pompidou ,48.83769531916335,2.275374233722687,27,35,62,0.5645161290322581
Concorde - Stalingrad,48.7985844,2.3821302,27,7,34,0.20588235294117646
Carducci - Place Hannah Arendt,48.877436681515796,2.3860743641853337,11,15,26,0.5769230769230769
Saint-Jacques - Val de Grâce,48.8417514,2.3413893,5,11,16,0.6875
Manin - Carrières d'Amérique,48.88467214209463,2.3919698596000676,11,9,20,0.45
Victor Hugo - Jeanne Jugan,48.843949064031825,2.415081394834419,11,17,28,0.6071428571428571
Porte de Vanves,48.828012849445,2.3056878894567,2,30,32,0.9375
Place de la République - Voltaire,48.866830968942,2.3654810339212,4,13,17,0.7647058823529411
Conservatoire de Musique,48.77093586667601,2.4034014344215398,11,14,25,0.56
Gare de l'Est - Fidélité,48.874575,2.356796,2,11,13,0.8461538461538461
Championnet - Vauvenargues,48.89401874744574,2.3319872841238976,9,23,32,0.71875
Buisson Saint-Louis - Saint-Maur,48.87174684930295,2.3722528328789854,13,5,18,0.2777777777777778
Place Albert Kahn,48.89579697978,2.3455855841349,0,0,0,0.0
Gare du Nord - Denain,48.879595787608,2.3544725775719,8,12,20,0.6
Lecourbe - Jean Maridor,48.83796366147599,2.2877392172813416,11,5,16,0.3125
Grenelle - Violet,48.84993035512154,2.294612042605877,10,24,34,0.7058823529411765
Repos - Cimetière du Père Lachaise,48.859358523593,2.3896131366845,2,31,33,0.9393939393939394
Mouton Duvernet - Général Leclerc,48.831632518292565,2.3293121159076686,10,29,39,0.7435897435897436
Enghien - Faubourg Poissonnière,48.872420063053,2.3483952362828,1,31,32,0.96875
Place Robert Guillemard,48.836191728066666,2.2811267160086417,19,4,23,0.17391304347826086
Raspail - Chomel,48.852233164303,2.3266580700874,13,35,48,0.7291666666666666
Marc Sangnier - Porte de Vanves,48.825218683556734,2.3107116669416428,3,18,21,0.8571428571428571
Etienne Jodelle - Saint Ouen,48.88794016394694,2.326124420314341,5,27,32,0.84375
Marcelin Berthelot,48.8415473058801,2.233161628246308,16,10,26,0.38461538461538464
Guy Môquet - Etienne Dolet,48.81527009991819,2.298078276995073,8,14,22,0.6363636363636364
Jean Jaurès - Presles,48.90713441498779,2.396005728053061,7,21,28,0.75
Boissière - Etienne Dolet,48.876111,2.4677312,11,9,20,0.45
Edouard Tremblay - Julian Grimaux,48.781383825117,2.3723508417606,16,13,29,0.4482758620689655
Bertie Albrecht - Hoche,48.87614039826388,2.301303138307601,3,29,32,0.90625
Sibelle - Alésia,48.826701758539215,2.3384983465075493,20,3,23,0.13043478260869565
Hôtel de Ville de Boulogne Billancourt,48.83495885166784,2.2416803240776066,8,16,24,0.6666666666666666
Cevennes - Bergers,48.84240765130395,2.281037718057633,25,5,30,0.16666666666666666
Molière - République,48.81111581390707,2.3145738624448158,12,18,30,0.6
Chevaleret - Tolbiac,48.82941,2.375934,20,1,21,0.047619047619047616
Hoche - Jean Lolive,48.89110239200789,2.402843534946442,18,6,24,0.25
David Weill - Parc Montsouris,48.821092374256104,2.333725690841675,7,15,22,0.6818181818181818
Hôtel de Ville de Nanterre,48.892371898250424,2.205548956990242,17,19,36,0.5277777777777778
Marcadet - Barbès,48.890451120965,2.3490573929687,11,24,35,0.6857142857142857
Vaneau - Sèvres,48.848563233059,2.3204218259346,26,6,32,0.1875
Jean Jaurès - Salvador Allende,48.821475594736775,2.3026576638221745,14,29,43,0.6744186046511628
François Debergue - Croix de Chavaux,48.857421708072074,2.437578141689301,9,48,57,0.8421052631578947
Nationale - Place Jules Guesde,48.82753962462998,2.2416052222251897,21,2,23,0.08695652173913043
Gabriel Péri - Danielle Casanova,48.790114,2.4025777,13,6,19,0.3157894736842105
Route de la Muette - Porte de Neuilly,48.8798926,2.2587671,45,3,48,0.0625
Carnot - Pâquerettes,48.79592939432515,2.4261841177940373,19,4,23,0.17391304347826086
Tertres - Fontaine,48.787553654715644,2.306235730648041,4,24,28,0.8571428571428571
Gare Rer de Fontenay sous Bois,48.8436279,2.4630465,9,52,61,0.8524590163934426
Raspail - Manufacture des Oeillets,48.8094458,2.3903009,27,5,32,0.15625
Lucie Aubrac - Franklin,48.86223916006812,2.4435862898826604,13,23,36,0.6388888888888888
Place de l'Eglise - Vitry-sur-Seine,48.791922819921815,2.395057752728462,26,2,28,0.07142857142857142
Noisy le Sec - Jean-Baptiste Clément,48.87451538963655,2.415283620357514,15,6,21,0.2857142857142857
Marcelle - Thalie,48.8835462,2.4137883,3,15,18,0.8333333333333334
Henri Ste-Claire Déville - Paul Héroult,48.892663,2.172411,13,9,22,0.4090909090909091
Louis Lumière - Porte de Bagnolet,48.86431136000005,2.4105210229754443,0,20,20,1.0
Paris - Emile Zola,48.854898095789295,2.4186685681343083,10,20,30,0.6666666666666666
Victor Hugo - Galliéni,48.83802015441127,2.2460845112800603,20,14,34,0.4117647058823529
Victoire - Chaussée d'Antin,48.875065791004396,2.3316738009452824,6,16,22,0.7272727272727273
Proudhon - Président Wilson,48.906442763495,2.3584905266762,25,4,29,0.13793103448275862
Square Georges Melies,48.84070239213081,2.409667745232582,7,33,40,0.825
Galilée - Kléber,48.86741186571367,2.290781380114821,2,30,32,0.9375
Richard Lenoir - Jean-Pierre Timbaud,48.865804276686,2.3693370749669,5,30,35,0.8571428571428571
Legendre - Dulong,48.885325169402904,2.316423766314984,5,18,23,0.782608695652174
Bosquet - Saint-Dominique,48.85865170952645,2.303716580234576,18,10,28,0.35714285714285715
Chemin Vert - Saint-Maur,48.86112461407359,2.381299026310444,27,14,41,0.34146341463414637
Quai Panhard et Levassor,48.82837482809675,2.384273745805574,20,37,57,0.6491228070175439
Square du Théâtre du Garde-Chasse,48.881287375060616,2.420119643211365,11,39,50,0.78
Botzaris - Parc des Buttes Chaumont,48.877951,2.381464,5,15,20,0.75
Faubourg Montmartre - La Fayette,48.87525454905335,2.340853661298752,5,27,32,0.84375
Joseph Liouville - Croix Nivert,48.844835471244416,2.297508493065834,23,40,63,0.6349206349206349
Place Madeleine Daniélou,48.883498,2.282015,15,24,39,0.6153846153846154
Estrapade - Ulm,48.84512772828,2.3454568170362,0,15,15,1.0
Parmentier - République,48.8644954,2.3750124,19,30,49,0.6122448979591837
Lieutenant Chauré - Etienne Marey,48.86746195408435,2.405970990657807,1,19,20,0.95
Cujas - Saint-Michel,48.848191348584,2.341831654854,1,17,18,0.9444444444444444
Flandre - Alphonse Karr,48.89465,2.381868,9,17,26,0.6538461538461539
Larmeroux - Baudelaire,48.816939911292,2.2809894804846,20,9,29,0.3103448275862069
Jean-François Lépine - Stephenson,48.88611466796807,2.356855627529275,16,6,22,0.2727272727272727
Messine - Place Du Pérou,48.875448033960744,2.315508019010038,1,9,10,0.9
Beffroy,48.886591074488,2.2613945603371,9,17,26,0.6538461538461539
Molitor - Chardon-Lagache,48.84520880183234,2.2656840831041336,11,22,33,0.6666666666666666
Général De Gaulle - Alouette,48.839109,2.4175664,15,9,24,0.375
Abbé Carton - Plantes,48.827673823165846,2.320918142795563,8,17,25,0.68
Marie-Georges Picquart - Pereire,48.88863669349711,2.3111706599593163,6,26,32,0.8125
Sablons - Georges Mandel,48.863875,2.28189,4,33,37,0.8918918918918919
Gare RER de Vincennes,48.847563015126106,2.433383166790009,32,18,50,0.36
Villette - Belleville,48.8726877314,2.376461327076,21,25,46,0.5434782608695652
Théophile Gautier - François Millet,48.85034821320644,2.273029983043671,29,0,29,0.0
Edouard Vaillant - Galliéni,48.858462881661,2.4147954583168,9,40,49,0.8163265306122449
Marché Secrétan,48.88125496379482,2.373463287949562,10,14,24,0.5833333333333334
Quai de l'Aisne - Général Leclerc,48.895713,2.400571,15,9,24,0.375
Mairie du 11ème,48.858925,2.3789759,39,9,48,0.1875
Auguste Cain - Jean Moulin,48.82577028927573,2.3210415244102482,13,26,39,0.6666666666666666
Volontaires - Lecourbe,48.84351378799,2.3065522313118,21,10,31,0.3225806451612903
Lakanal - Commerce,48.84442462786544,2.294059172272682,15,37,52,0.7115384615384616
Miromesnil - La Boétie,48.87372241291653,2.315848097205162,2,30,32,0.9375
Marseille - Beaurepaire,48.871624306962985,2.3639265082738348,7,45,52,0.8653846153846154
Mathurins - Auber,48.872988840744,2.3294984212276,15,20,35,0.5714285714285714
Saint-Germain - Thenard,48.850571,2.3471015,19,11,30,0.36666666666666664
Square d'Anvers,48.882633484311,2.3448844062122,6,25,31,0.8064516129032258
Arago - Glacière,48.83486054775774,2.3445770524322067,16,11,27,0.4074074074074074
Mairie d'Ivry-sur-Seine,48.81057120969284,2.3842826485633855,16,36,52,0.6923076923076923
Parc Georges Brassens - Brancion,48.83227829269761,2.3022570088505745,17,12,29,0.41379310344827586
Parmentier - Abel Rabaud,48.86921273836114,2.371688821240712,13,39,52,0.75
Place Paul Eluard,48.7672039733195,2.4144977331161503,18,0,18,0.0
Exelmans - Michel-Ange,48.84309486651855,2.2597770800669053,4,29,33,0.8787878787878788
Pierret - Madrid,48.882976576876565,2.260125767248034,21,7,28,0.25
Reims - Raymond Pitet,48.8888,2.296319,22,13,35,0.37142857142857144
Saint-Vincent - Verdun,48.819211549234495,2.254007756710053,18,16,34,0.47058823529411764
Grand Prieuré - Crussol,48.864660627935,2.3692265531829,9,38,47,0.8085106382978723
Claude Debussy - Marc Bloch,48.910388180512,2.3117771744728,16,38,54,0.7037037037037037
Aristide Briand - Gare de Bagneux,48.79387269664978,2.321148812770844,2,19,21,0.9047619047619048
Parc Roger Salengro,48.905303858642,2.31055945158,35,0,35,0.0
Seine - Flandre,48.886785741479684,2.3746193200349808,7,12,19,0.631578947368421
Hautpoul - Jean Jaurès,48.886393679436,2.3865414544355,23,7,30,0.23333333333333334
Chemin Vert - Fraternité,48.877141208359035,2.4461565166711807,11,8,19,0.42105263157894735
Laumière - Petit,48.88467368538326,2.380039058625698,23,10,33,0.30303030303030304
Wilson - Métallurgie,48.909423010092326,2.3584435880184174,10,16,26,0.6153846153846154
Madame de Sanzillon - Mozart,48.90379820774301,2.3187401890754704,17,2,19,0.10526315789473684
Mairie du 7ème,48.8577967,2.3192664,7,20,27,0.7407407407407407
Charonne - Faubourg Saint-Antoine,48.852191909696,2.3740932717919,16,15,31,0.4838709677419355
Gare Routière de Saint Cloud,48.84288183896324,2.222245037555695,17,11,28,0.39285714285714285
Gare Arcueil - Cachan,48.799824,2.328171,10,16,26,0.6153846153846154
Raspail - Bac,48.855628721101,2.3256602883339,13,36,49,0.7346938775510204
Gare RER de Gentilly,48.814280450380224,2.3410347104072575,10,20,30,0.6666666666666666
Boyer - Ménilmontant,48.868895162679,2.3919824145635,0,0,0,0.0
Aristide Briand - Place de la Résistance,48.82124248401006,2.2511002421379094,29,2,31,0.06451612903225806
Place Jean Ferrat,48.8184945213025,2.3744174838066106,12,13,25,0.52
Villiers de l'Isle Adam - Pyrénées,48.867362,2.396222,5,15,20,0.75
Saint Georges - d'Aumale,48.87778639599673,2.337429821491241,2,21,23,0.9130434782608695
Stalingrad - Désiré Chevalier,48.85670169739857,2.445072233676911,24,18,42,0.42857142857142855
Porte d'Ivry,48.82176874759649,2.3688706755638127,41,8,49,0.16326530612244897
Victor Hugo - Ecoles,48.80476007936134,2.4180373930262093,22,1,23,0.043478260869565216
Hôpital Bégin,48.84571672113014,2.4272462725639348,12,13,25,0.52
Belleville - Couronnes,48.868831082877,2.3809862136841,4,46,50,0.92
Charenton - Diderot,48.846171461187,2.3793068155646,15,2,17,0.11764705882352941
Stephenson - Doudeauville,48.888537048944826,2.3561610281467438,16,18,34,0.5294117647058824
Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,31,26,57,0.45614035087719296
Place de l'Édit de Nantes,48.88879,2.3785,13,16,29,0.5517241379310345
Anatole France - Louise Michel,48.88873214926474,2.2881576418876652,42,8,50,0.16
Temple - Jean-Pierre Timbaud,48.86446597201,2.3660597205162,9,26,35,0.7428571428571429
Guynemer - Séverine,48.83091743371036,2.2790706530213356,11,15,26,0.5769230769230769
Jean Macé - Faidherbe,48.85337548426,2.3828620836139,35,26,61,0.4262295081967213
Gaston Roussel - Commune de Paris,48.89432034553156,2.432552274419542,7,23,30,0.7666666666666667
Bienfaisance - Place de Narvik,48.87660163459077,2.3129771277308464,7,28,35,0.8
Montgallet - Charenton,48.842647778701,2.3861649278137,13,2,15,0.13333333333333333
Place Jacques Madaule,48.823933787309,2.2606918215752,11,13,24,0.5416666666666666
Bourse du Travail,48.868976638826,2.3623438552022,3,13,16,0.8125
Jacques Callot - Mazarine,48.85528017533187,2.337574325501919,8,20,28,0.7142857142857143
Parmentier - Hôpital Saint-Louis,48.871379874257,2.3698963836667,23,18,41,0.43902439024390244
Richard Wallace - Place du 8 Mai 1945,48.87866794788021,2.2420343756675725,28,1,29,0.034482758620689655
Faustin Hélie - Desbordes-Valmore,48.859403,2.276522,0,25,25,1.0
Quai aux Fleurs - Pont Saint-Louis,48.85291595620935,2.352195717394352,7,14,21,0.6666666666666666
Porte de Vincennes,48.846454,2.415514,6,27,33,0.8181818181818182
Flandre - Riquet,48.888013281448,2.3737595955229,8,12,20,0.6
Place de la Porte de Châtillon,48.8242469,2.3186306,9,49,58,0.8448275862068966
Montreuil - Gonnet,48.850500564921,2.3890856287864,18,5,23,0.21739130434782608
Dupleix - du Guesclin,48.85147910413369,2.296709530055523,31,16,47,0.3404255319148936
Montgallet - Reuilly,48.844291,2.3896481,8,8,16,0.5
Varenne,48.857202661803,2.3152771219611,6,37,43,0.8604651162790697
Place des Ternes.,48.878438631226516,2.297727763652802,5,41,46,0.8913043478260869
Ancien Canal - Hélène Brion,48.89484799296163,2.4188338592648506,7,16,23,0.6956521739130435
Departement - Pajol,48.886674849730184,2.3613611608743668,13,3,16,0.1875
Boulets - Voltaire,48.85218705621,2.3890301585197,14,8,22,0.36363636363636365
Fragonard - Porte de Clichy,48.894155633419,2.3143893107772,19,36,55,0.6545454545454545
Lacuée - Lyon,48.849268481958,2.3704585433006,13,1,14,0.07142857142857142
Jardin d'Acclimatation,48.878772242510465,2.270772233605385,22,9,31,0.2903225806451613
Gare Montparnasse - René Mouchotte,48.83920384329242,2.320883944630623,18,20,38,0.5263157894736842
Charles de Gaulle - Jean Lolive,48.8932644350857,2.4126765131950383,6,20,26,0.7692307692307693
Paul Vaillant Couturier - Chaptal,48.893479576183,2.2775253653526,8,31,39,0.7948717948717948
Place de la Fraternité,48.85716405838368,2.422847449779511,19,3,22,0.13636363636363635
Vincent Auriol - Louise Weiss,48.834001935501,2.3703888058662,2,19,21,0.9047619047619048
Gare de Laplace,48.80893199114179,2.3349460959434514,5,38,43,0.8837209302325582
Bayen - Pereire,48.881804409079656,2.2921088710427284,9,12,21,0.5714285714285714
Quai de la Loire - Jean Jaurès,48.88339733854529,2.371074522980134,2,12,14,0.8571428571428571
